Virtual_Realm,Operator,DSC_Peer,Hostname,SCTP_IP,Pingable,WorkMode,Customer_Contact
,Bharti Airtel India,Airtel-KK-MME1,mmec05.mmegi8001.mme.epc.mnc045.mcc404.3gppnetwork.org,"223.224.118.141,223.224.118.143",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KK-MME2,mmec02.mmegi8001.mme.epc.mnc045.mcc404.3gppnetwork.org,"223.224.118.137,223.224.118.139",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KK-MME3,mmec03.mmegi8001.mme.epc.mnc045.mcc404.3gppnetwork.org,"223.224.118.133,223.224.118.135",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KK-MME4,mmec04.mmegi8001.mme.epc.mnc045.mcc404.3gppnetwork.org,"223.224.118.153,223.224.118.155",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc045.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-KK11-HSS,airtelkkslf1.epc.mnc045.mcc404.3gppnetwork.org,"223.224.128.33,223.224.128.34",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KL-MME-01,mmec24.mmegi36870.mme.epc.mnc095.mcc404.3gppnetwork.or,"223.224.144.100,223.224.144.101",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KL-MME1,airtelklsgsn01.epc.mnc095.mcc404.3gppnetwork.org,"223.224.118.37,223.224.118.41",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KL-MME2,airtelklsgsn02.epc.mnc095.mcc404.3gppnetwork.org,"223.224.118.43,223.224.118.45",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc031.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-KOL-HSS1,hlr1.epc.mnc031.mcc404.3gppnetwork.org,"223.224.124.34,223.224.124.42",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-KOL-MME,mmec10.mmegi32768.mme.epc.mnc031.mcc404.3gppnetwork.org,"223.224.124.18,223.224.124.26",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc031.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-KOL-RHSS1,rhlr1.epc.mnc031.mcc404.3gppnetwork.org,"223.224.124.146,223.224.124.154",YES,Spare/Cold Standby,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-Kolkata-SGSNHKOL01-MME,mmec58.mmegi83f1.mme.epc.mnc031.mcc404.3gppnetwork.org,"223.224.160.185,223.224.160.186",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-Kolkata-SGSNHROB01-MME,mmec50.mmegi83f1.mme.epc.mnc051.mcc405.3gppnetwork.org,"223.224.160.233,223.224.160.234",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-Kolkatta-new-MME,mmec38.mmegi8001.epc.mnc031.mcc404.3gppnetwork.org,"223.224.124.210,223.224.124.218",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-LUC-MME1,mmec208.mmegi33770.mme.epc.mnc054.mcc405.3gppnetwork.org,"223.224.96.46,223.224.96.47",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-LUC-MME2,mmec206.mmegi33770.mme.epc.mnc054.mcc405.3gppnetwork.org,"223.224.96.69,223.224.96.70",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc090.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-MAH-HSS1,hlr1.epc.mnc090.mcc404.3gppnetwork.org,"223.224.125.132,223.224.125.140",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc.mnc090.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-MAH-HSS2,hlr4.epc.mnc090.mcc404.3gppnetwork.org,"223.224.125.148,223.224.125.156",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc1.mnc090.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-MAH-HSS3,hlr2.epc1.mnc090.mcc404.3gppnetwork.org,"223.224.125.164,223.224.125.172",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc1.mnc090.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-MAH-HSS4,hlr3.epc1.mnc090.mcc404.3gppnetwork.org,"223.224.125.180,223.224.125.188",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc2.mnc090.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-MAH-HSS5,hlr6.epc2.mnc090.mcc404.3gppnetwork.org,"223.224.125.196,223.224.125.204",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
epc2.mnc090.mcc404.3gppnetwork.org,Bharti Airtel India,Airtel-MAH-HSS6,hlr5.epc2.mnc090.mcc404.3gppnetwork.org,"223.224.125.212,223.224.125.220",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MAH-MME,mmec11.mmegi32769.mme.epc.mnc090.mcc404.3gppnetwork.org,"223.224.125.242,223.224.125.250",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MAH-MME2,mmec208.mmegi32772.mme.epc.mnc002.mcc404.3gppnetwork.org,"223.224.44.125,223.224.44.126",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MAN-MME-2,mmec192.mmegi32770.mme.epc.mnc010.mcc404.3gppnetwork.org,"223.224.96.76,223.224.96.77",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MER-MME1,mmec192.mmegi33670.mme.epc.mnc097.mcc404.3gppnetwork.org,"223.224.96.44,223.224.96.45",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MER-MME2,mmec184.mmegi33670.mme.epc.mnc097.mcc404.3gppnetwork.org,"223.224.96.64,223.224.96.65",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MOH-MME-03-0001,0001-diamproxy.mmec192.mmegi32780.mme.epc.mnc096.mcc404.3gppnetwork.org,"223.224.166.240,223.224.166.241",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MOH-MME-03-0002,0002-diamproxy.mmec192.mmegi32780.mme.epc.mnc096.mcc404.3gppnetwork.org,"223.224.166.240,223.224.166.241",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MOH-MME-03-0003,0003-diamproxy.mmec192.mmegi32780.mme.epc.mnc096.mcc404.3gppnetwork.org,"223.224.166.240,223.224.166.241",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MOH-MME-03-0004,0004-diamproxy.mmec192.mmegi32780.mme.epc.mnc096.mcc404.3gppnetwork.org,"223.224.166.240,223.224.166.241",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
,Bharti Airtel India,Airtel-MP-GovMME,mmec38.mmegi8002.mme.epc.mnc093.mcc404.3gppnetwork.org,"223.224.116.169,223.224.116.170",YES,Active,Siddharth1.Jain@airtel.com;Shikha.Gupta@airtel.com;CRMS.India@viavisolutions.com;gnoc.india.roaming@ericsson.com;ts-dss@syniverse.com;Raji.A@airtel.com;Kumaravel.D@airtel.com;v.prasad@airtel.com;arunkumar.b@airtel.com;ashish.kansal@airtel.com;Devinder.Singh@airtel.com;Vipin1.Garg@airtel.com;rajiv.rai@airtel.com;danish.ansari@airtel.com;Manoj14.kumar@airtel.com;Vandana.Trivedi@airtel.com;Samuel.Joshua@airtel.com;Jagdish.Pednekar@airtel.com;sanjog.gujrathi@airtel.com;mrinal.kant@in.airtel.com;Pratik.Dey@airtel.com;ravi4.ranjan@airtel.com;
